UserID,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40,J41,J42,J43,J44,J45,J46,J47,J48,J49,J50,J51,J52,J53,J54,J55,J56,J57,J58,J59,J60,J61,J62,J63,J64,J65,J66,J67,J68,J69,J70,J71,J72,J73,J74,J75,J76,J77,J78,J79,J80,J81,J82,J83,J84,J85,J86,J87,J88,J89,J90,J91,J92,J93,J94,J95,J96,J97,J98,J99,J100
74,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515,1.3515
76,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502
78,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039,1.6039
82,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076,-1.1076
86,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111,4.5111
89,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851,2.7851
94,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717,4.9717
96,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836
98,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306,0.9306
106,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053
109,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495,4.1495
115,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096,-0.3096
118,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652,2.3652
121,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318,3.1318
123,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696,-0.0696
130,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004,2.7004
132,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222,2.7222
135,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917,2.0917
139,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969
153,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567,3.4567
158,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567,1.7567
166,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967,2.5967
192,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067,2.9067
193,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527,2.6527
194,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795,-2.795
195,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881
